Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
826215,ChatGPT,65,3,68,API log
826215,ChatGPT,65,3,68,API log
826216,ChatGPT,69,3,72,API log
826216,ChatGPT,69,3,72,API log
826216,ChatGPT,68,3,71,API log
826216,ChatGPT,71,3,74,API log
826216,ChatGPT,66,3,69,API log
826216,ChatGPT,62,3,65,API log
826216,ChatGPT,68,3,71,API log
826217,ChatGPT,70,3,73,API log
826217,ChatGPT,69,3,72,API log
826217,ChatGPT,66,3,69,API log
826218,ChatGPT,60,3,63,API log
826218,ChatGPT,67,3,70,API log
826218,ChatGPT,68,3,71,API log
826218,ChatGPT,62,3,65,API log
826218,ChatGPT,64,3,67,API log
826218,ChatGPT,92,3,95,API log
826218,ChatGPT,77,3,80,API log
826218,ChatGPT,71,3,74,API log
826218,ChatGPT,66,3,69,API log
826218,ChatGPT,63,3,66,API log
826219,ChatGPT,64,3,67,API log
826219,ChatGPT,68,3,71,API log
826219,ChatGPT,66,3,69,API log
826219,ChatGPT,63,3,66,API log
826219,ChatGPT,65,3,68,API log
826219,ChatGPT,3031,150,3181,API log
826219,ChatGPT,64,3,67,API log
826219,ChatGPT,62,3,65,API log
826219,ChatGPT,68,3,71,API log
826219,ChatGPT,69,3,72,API log
826219,ChatGPT,63,3,66,API log
826219,ChatGPT,67,3,70,API log
826219,ChatGPT,70,7,77,API log
826219,ChatGPT,69,3,72,API log
826219,ChatGPT,65,3,68,API log
826219,ChatGPT,69,3,72,API log
826220,ChatGPT,62,3,65,API log
826220,ChatGPT,69,3,72,API log
826220,ChatGPT,68,3,71,API log
826220,ChatGPT,73,3,76,API log
826220,ChatGPT,70,3,73,API log
826220,ChatGPT,70,7,77,API log
826220,ChatGPT,71,3,74,API log
826220,ChatGPT,60,3,63,API log
826220,ChatGPT,65,3,68,API log
826220,ChatGPT,69,7,76,API log
826221,ChatGPT,66,3,69,API log
826221,ChatGPT,3042,109,3151,API log
826221,ChatGPT,63,3,66,API log
826222,ChatGPT,87,3,90,API log
826222,ChatGPT,66,3,69,API log
826222,ChatGPT,64,3,67,API log
826222,ChatGPT,78,3,81,API log
826222,ChatGPT,75,3,78,API log
826222,ChatGPT,69,3,72,API log
826222,ChatGPT,64,7,71,API log
826222,ChatGPT,70,7,77,API log
826222,ChatGPT,66,3,69,API log
826222,ChatGPT,67,3,70,API log
826223,ChatGPT,64,3,67,API log
826223,ChatGPT,64,3,67,API log
826223,ChatGPT,70,3,73,API log
826223,ChatGPT,80,3,83,API log
826223,ChatGPT,74,3,77,API log
826223,ChatGPT,63,3,66,API log
826223,ChatGPT,69,3,72,API log
826223,ChatGPT,65,3,68,API log
826223,ChatGPT,73,3,76,API log
826223,ChatGPT,63,3,66,API log
826223,ChatGPT,70,3,73,API log
826223,ChatGPT,66,3,69,API log
826224,ChatGPT,3041,171,3212,API log
826224,GPT-4,1366,561,1927,Conversation log
826225,ChatGPT,64,3,67,API log
826226,ChatGPT,3032,148,3180,API log
826227,ChatGPT,735,240,975,Conversation log
826229,ChatGPT,68,3,71,API log
826229,ChatGPT,77,3,80,API log
826229,ChatGPT,62,3,65,API log
826229,ChatGPT,66,3,69,API log
826229,ChatGPT,65,3,68,API log
826229,ChatGPT,74,3,77,API log
826229,ChatGPT,81,3,84,API log
826229,ChatGPT,71,3,74,API log
826229,ChatGPT,89,3,92,API log
826229,ChatGPT,3065,462,3527,API log
826229,ChatGPT,62,7,69,API log
826230,ChatGPT,68,3,71,API log
826230,ChatGPT,67,3,70,API log
826230,ChatGPT,68,3,71,API log
826230,ChatGPT,65,3,68,API log
826230,ChatGPT,66,3,69,API log
826230,ChatGPT,62,3,65,API log
826230,ChatGPT,77,3,80,API log
826230,ChatGPT,67,3,70,API log
826230,ChatGPT,64,3,67,API log
826230,ChatGPT,89,3,92,API log
826231,ChatGPT,62,3,65,API log
826231,ChatGPT,91,3,94,API log
826231,ChatGPT,68,3,71,API log
826231,ChatGPT,67,3,70,API log
826231,ChatGPT,74,3,77,API log
826231,ChatGPT,66,3,69,API log
826231,ChatGPT,64,3,67,API log
826231,ChatGPT,72,3,75,API log
826231,ChatGPT,62,3,65,API log
826231,ChatGPT,64,3,67,API log
826231,ChatGPT,66,3,69,API log
826231,ChatGPT,64,3,67,API log
826232,ChatGPT,66,3,69,API log
826232,ChatGPT,65,3,68,API log
826232,ChatGPT,68,3,71,API log
826232,ChatGPT,68,3,71,API log
826232,ChatGPT,66,3,69,API log
826232,ChatGPT,68,3,71,API log
826232,ChatGPT,67,3,70,API log
826232,ChatGPT,64,3,67,API log
826232,ChatGPT,70,3,73,API log
826232,ChatGPT,61,3,64,API log
826232,ChatGPT,71,3,74,API log
826232,ChatGPT,72,3,75,API log
826233,ChatGPT,67,3,70,API log
826234,ChatGPT,72,3,75,API log
826234,ChatGPT,66,3,69,API log
826234,ChatGPT,69,3,72,API log
826234,ChatGPT,66,3,69,API log
826234,ChatGPT,65,3,68,API log
826234,ChatGPT,67,3,70,API log
826235,ChatGPT,3040,134,3174,API log
826235,ChatGPT,67,3,70,API log
826235,ChatGPT,68,3,71,API log
826235,ChatGPT,67,3,70,API log
826235,ChatGPT,67,3,70,API log
826235,ChatGPT,65,3,68,API log
826235,ChatGPT,66,3,69,API log
826235,ChatGPT,68,3,71,API log
826235,ChatGPT,87,3,90,API log
826235,ChatGPT,71,3,74,API log
826235,ChatGPT,66,3,69,API log
826236,ChatGPT,64,3,67,API log
826236,ChatGPT,64,3,67,API log
826236,ChatGPT,62,3,65,API log
826236,ChatGPT,64,3,67,API log
826236,ChatGPT,72,3,75,API log
826236,ChatGPT,64,3,67,API log
826236,ChatGPT,98,3,101,API log
826236,ChatGPT,69,3,72,API log
826236,ChatGPT,69,3,72,API log
826236,ChatGPT,82,7,89,API log
826237,ChatGPT,66,3,69,API log
826237,ChatGPT,75,3,78,API log
826237,ChatGPT,73,3,76,API log
826237,ChatGPT,65,3,68,API log
826237,ChatGPT,69,3,72,API log
826237,ChatGPT,63,3,66,API log
826237,ChatGPT,3030,138,3168,API log
826237,ChatGPT,67,3,70,API log
826237,ChatGPT,75,7,82,API log
826237,ChatGPT,70,3,73,API log
826238,ChatGPT,81,3,84,API log
826239,ChatGPT,67,3,70,API log
826239,ChatGPT,69,3,72,API log
826239,ChatGPT,68,3,71,API log
826239,ChatGPT,70,3,73,API log
826239,ChatGPT,73,7,80,API log
826239,ChatGPT,68,3,71,API log
826239,ChatGPT,68,3,71,API log
826239,ChatGPT,63,3,66,API log
826239,ChatGPT,65,3,68,API log
826240,ChatGPT,73,3,76,API log
826240,ChatGPT,74,3,77,API log
826240,ChatGPT,3026,105,3131,API log
826240,ChatGPT,64,3,67,API log
826240,ChatGPT,63,3,66,API log
826240,ChatGPT,62,7,69,API log
826240,ChatGPT,74,3,77,API log
826240,ChatGPT,62,3,65,API log
826240,ChatGPT,70,3,73,API log
826240,ChatGPT,73,3,76,API log
826241,ChatGPT,66,3,69,API log
826241,ChatGPT,66,3,69,API log
826241,ChatGPT,64,3,67,API log
826241,ChatGPT,62,3,65,API log
826241,ChatGPT,75,3,78,API log
826241,ChatGPT,71,3,74,API log
826241,ChatGPT,67,3,70,API log
826241,ChatGPT,62,3,65,API log
826241,ChatGPT,70,3,73,API log
826241,ChatGPT,75,3,78,API log
826242,ChatGPT,67,3,70,API log
826242,ChatGPT,63,3,66,API log
826242,ChatGPT,67,3,70,API log
826242,ChatGPT,85,7,92,API log
826242,ChatGPT,69,3,72,API log
826242,ChatGPT,64,3,67,API log
826242,ChatGPT,73,3,76,API log
826242,ChatGPT,64,3,67,API log
826242,ChatGPT,68,3,71,API log
826242,ChatGPT,79,3,82,API log
826243,ChatGPT,79,3,82,API log
826243,ChatGPT,66,3,69,API log
826243,ChatGPT,74,3,77,API log
826243,ChatGPT,63,3,66,API log
826243,ChatGPT,75,3,78,API log
826243,ChatGPT,60,3,63,API log
826243,ChatGPT,75,3,78,API log
826243,ChatGPT,63,3,66,API log
826243,ChatGPT,3063,129,3192,API log
826243,ChatGPT,75,3,78,API log
826243,ChatGPT,62,3,65,API log
826244,ChatGPT,64,3,67,API log
826244,ChatGPT,62,3,65,API log
826244,ChatGPT,67,3,70,API log
826244,ChatGPT,69,3,72,API log
826244,ChatGPT,79,3,82,API log
826244,ChatGPT,75,3,78,API log
826244,ChatGPT,63,3,66,API log
826244,ChatGPT,69,7,76,API log
826244,ChatGPT,63,9,72,API log
826244,ChatGPT,64,3,67,API log
826244,ChatGPT,63,3,66,API log
826244,ChatGPT,71,3,74,API log
826244,ChatGPT,69,3,72,API log
826245,ChatGPT,63,3,66,API log
826245,ChatGPT,68,3,71,API log
826245,ChatGPT,66,3,69,API log
826245,ChatGPT,64,3,67,API log
826245,ChatGPT,79,7,86,API log
826245,ChatGPT,71,3,74,API log
826245,ChatGPT,65,3,68,API log
826245,ChatGPT,68,3,71,API log
826245,ChatGPT,78,3,81,API log
826245,ChatGPT,68,3,71,API log
826245,ChatGPT,75,3,78,API log
826245,ChatGPT,64,3,67,API log
826245,ChatGPT,69,3,72,API log
826245,ChatGPT,66,3,69,API log
826245,ChatGPT,71,3,74,API log
826246,ChatGPT,63,3,66,API log
826246,ChatGPT,3034,122,3156,API log
826246,ChatGPT,61,3,64,API log
826246,ChatGPT,78,3,81,API log
826246,ChatGPT,74,3,77,API log
826246,ChatGPT,66,7,73,API log
826246,ChatGPT,67,3,70,API log
826246,ChatGPT,67,3,70,API log
826246,ChatGPT,66,3,69,API log
826246,ChatGPT,64,3,67,API log
826246,ChatGPT,74,3,77,API log
826246,ChatGPT,79,3,82,API log
826246,ChatGPT,69,3,72,API log
826247,ChatGPT,77,3,80,API log
826247,ChatGPT,65,7,72,API log
826247,ChatGPT,71,3,74,API log
826247,ChatGPT,63,3,66,API log
826247,ChatGPT,74,3,77,API log
826247,ChatGPT,71,7,78,API log
826247,ChatGPT,64,3,67,API log
826247,ChatGPT,93,3,96,API log
826247,ChatGPT,87,3,90,API log
826247,ChatGPT,66,3,69,API log
826248,ChatGPT,70,3,73,API log
826248,ChatGPT,79,3,82,API log
826248,ChatGPT,67,3,70,API log
826248,ChatGPT,67,3,70,API log
826248,ChatGPT,71,3,74,API log
826248,ChatGPT,66,3,69,API log
826248,ChatGPT,69,3,72,API log
826248,ChatGPT,67,3,70,API log
826248,ChatGPT,74,3,77,API log
826248,ChatGPT,72,3,75,API log
826249,ChatGPT,3047,173,3220,API log
826249,ChatGPT,71,3,74,API log
826251,ChatGPT,3061,198,3259,API log
826253,ChatGPT,1120,111,1231,Conversation log
826254,ChatGPT,74,3,77,API log
826256,ChatGPT,62,3,65,API log
826256,ChatGPT,61,3,64,API log
826256,ChatGPT,59,3,62,API log
826256,ChatGPT,74,3,77,API log
826256,ChatGPT,60,7,67,API log
826256,ChatGPT,60,3,63,API log
826256,ChatGPT,3026,149,3175,API log
826256,ChatGPT,67,4,71,API log
826256,ChatGPT,63,3,66,API log
826256,ChatGPT,66,3,69,API log
826256,ChatGPT,62,3,65,API log
826258,ChatGPT,57,3,60,API log
826258,ChatGPT,62,3,65,API log
826258,ChatGPT,64,3,67,API log
826258,ChatGPT,58,3,61,API log
826258,ChatGPT,62,3,65,API log
826258,ChatGPT,70,3,73,API log
826258,ChatGPT,61,3,64,API log
826259,ChatGPT,69,3,72,API log
826259,ChatGPT,62,3,65,API log
826259,ChatGPT,64,3,67,API log
826259,ChatGPT,59,3,62,API log
826259,ChatGPT,65,3,68,API log
826260,ChatGPT,66,4,70,API log
826260,ChatGPT,60,3,63,API log
826260,ChatGPT,59,3,62,API log
826260,ChatGPT,67,4,71,API log
826260,ChatGPT,60,3,63,API log
826260,ChatGPT,72,3,75,API log
826260,ChatGPT,60,3,63,API log
826261,ChatGPT,3039,225,3264,API log
826261,ChatGPT,62,4,66,API log
826261,ChatGPT,68,7,75,API log
826261,ChatGPT,62,3,65,API log
826261,ChatGPT,58,3,61,API log
826261,ChatGPT,64,3,67,API log
826262,ChatGPT,61,3,64,API log
826262,ChatGPT,68,3,71,API log
826262,ChatGPT,59,4,63,API log
826262,ChatGPT,58,3,61,API log
826262,ChatGPT,61,3,64,API log
826262,ChatGPT,60,3,63,API log
826262,ChatGPT,69,3,72,API log
826262,ChatGPT,62,7,69,API log
826263,ChatGPT,60,3,63,API log
826263,ChatGPT,65,3,68,API log
826264,ChatGPT,63,3,66,API log
826264,ChatGPT,58,3,61,API log
826265,ChatGPT,3026,89,3115,API log
826265,ChatGPT,63,4,67,API log
826267,ChatGPT,3028,152,3180,API log
826267,ChatGPT,62,3,65,API log
826268,ChatGPT,62,3,65,API log
826271,ChatGPT,3038,160,3198,API log
826273,ChatGPT,920,39,959,Conversation log
826274,ChatGPT,3017,73,3090,API log
826276,ChatGPT,3019,156,3175,API log
826286,ChatGPT,61,3,64,API log
826286,ChatGPT,65,3,68,API log
826286,ChatGPT,58,3,61,API log
826286,ChatGPT,60,3,63,API log
826286,ChatGPT,60,3,63,API log
826286,ChatGPT,68,7,75,API log
826286,ChatGPT,59,4,63,API log
826286,ChatGPT,63,4,67,API log
826286,ChatGPT,63,3,66,API log
826286,ChatGPT,64,7,71,API log
826290,ChatGPT,68,3,71,API log
826290,ChatGPT,59,4,63,API log
826292,ChatGPT,636,35,671,Conversation log
826293,ChatGPT,66,3,69,API log
826293,ChatGPT,71,3,74,API log
826293,ChatGPT,59,3,62,API log
826293,ChatGPT,68,3,71,API log
826293,ChatGPT,66,3,69,API log
826293,ChatGPT,63,3,66,API log
826293,ChatGPT,59,7,66,API log
826293,ChatGPT,64,3,67,API log
826295,ChatGPT,61,3,64,API log
826295,ChatGPT,64,3,67,API log
826295,ChatGPT,66,3,69,API log
826295,ChatGPT,66,3,69,API log
826295,ChatGPT,59,3,62,API log
826295,ChatGPT,62,3,65,API log
826295,ChatGPT,3020,169,3189,API log
826295,ChatGPT,62,3,65,API log
826296,ChatGPT,63,3,66,API log
826296,ChatGPT,67,3,70,API log
826296,ChatGPT,61,3,64,API log
826296,ChatGPT,65,3,68,API log
826296,ChatGPT,63,3,66,API log
826296,ChatGPT,63,3,66,API log
826296,ChatGPT,60,3,63,API log
826296,ChatGPT,59,4,63,API log
826296,ChatGPT,65,3,68,API log
826296,ChatGPT,73,3,76,API log
826297,ChatGPT,63,7,70,API log
826297,ChatGPT,63,3,66,API log
826297,ChatGPT,60,4,64,API log
826297,ChatGPT,62,4,66,API log
826297,ChatGPT,65,3,68,API log
826297,ChatGPT,62,3,65,API log
826297,ChatGPT,68,3,71,API log
826297,ChatGPT,60,4,64,API log
826297,ChatGPT,67,3,70,API log
826297,ChatGPT,62,3,65,API log
826298,ChatGPT,72,3,75,API log
826298,ChatGPT,70,7,77,API log
826298,ChatGPT,64,3,67,API log
826298,ChatGPT,63,3,66,API log
826298,ChatGPT,61,3,64,API log
826298,ChatGPT,3019,89,3108,API log
826298,ChatGPT,61,3,64,API log
826298,ChatGPT,58,3,61,API log
826298,ChatGPT,58,4,62,API log
826298,ChatGPT,60,4,64,API log
826298,ChatGPT,58,7,65,API log
826299,ChatGPT,75,3,78,API log
826299,ChatGPT,61,3,64,API log
826299,ChatGPT,62,3,65,API log
826299,ChatGPT,70,3,73,API log
826299,ChatGPT,60,3,63,API log
826299,ChatGPT,62,3,65,API log
826299,ChatGPT,59,3,62,API log
826299,ChatGPT,67,3,70,API log
826299,ChatGPT,68,3,71,API log
826299,ChatGPT,63,3,66,API log
826300,ChatGPT,65,3,68,API log
826300,ChatGPT,58,3,61,API log
826300,ChatGPT,64,3,67,API log
826300,ChatGPT,60,3,63,API log
826300,ChatGPT,66,4,70,API log
826300,ChatGPT,63,3,66,API log
826300,ChatGPT,65,7,72,API log
826300,ChatGPT,70,3,73,API log
826300,ChatGPT,60,3,63,API log
826301,ChatGPT,63,7,70,API log
826301,ChatGPT,62,3,65,API log
826301,ChatGPT,67,3,70,API log
826301,ChatGPT,60,3,63,API log
826301,ChatGPT,3042,146,3188,API log
826302,ChatGPT,60,4,64,API log
826302,ChatGPT,65,7,72,API log
826302,ChatGPT,67,4,71,API log
826302,ChatGPT,62,4,66,API log
826302,ChatGPT,69,3,72,API log
826302,ChatGPT,62,3,65,API log
826302,ChatGPT,61,3,64,API log
826302,ChatGPT,57,3,60,API log
826302,ChatGPT,67,3,70,API log
826303,ChatGPT,60,3,63,API log
826303,ChatGPT,63,3,66,API log
826303,ChatGPT,64,4,68,API log
826303,ChatGPT,60,3,63,API log
826303,ChatGPT,65,3,68,API log
826303,ChatGPT,63,3,66,API log
826303,ChatGPT,62,3,65,API log
826303,ChatGPT,59,3,62,API log
826303,ChatGPT,66,7,73,API log
826303,ChatGPT,67,3,70,API log
826304,ChatGPT,62,3,65,API log
826304,GPT-4,1180,755,1935,Conversation log
826304,ChatGPT,68,3,71,API log
826304,ChatGPT,68,3,71,API log
826304,ChatGPT,68,4,72,API log
826304,ChatGPT,59,3,62,API log
826304,ChatGPT,62,7,69,API log
826304,ChatGPT,3030,202,3232,API log
826304,ChatGPT,65,7,72,API log
826304,ChatGPT,67,3,70,API log
826305,ChatGPT,61,3,64,API log
826305,ChatGPT,59,7,66,API log
826305,ChatGPT,71,3,74,API log
826305,ChatGPT,68,3,71,API log
826305,ChatGPT,68,7,75,API log
826305,ChatGPT,62,3,65,API log
826306,ChatGPT,61,4,65,API log
826307,ChatGPT,63,7,70,API log
826307,ChatGPT,68,3,71,API log
826307,ChatGPT,67,3,70,API log
826307,ChatGPT,66,3,69,API log
826307,ChatGPT,58,3,61,API log
826307,ChatGPT,68,3,71,API log
826307,ChatGPT,62,7,69,API log
826307,ChatGPT,61,3,64,API log
826307,ChatGPT,59,3,62,API log
826307,ChatGPT,61,3,64,API log
826308,ChatGPT,63,3,66,API log
826308,ChatGPT,67,4,71,API log
826308,ChatGPT,63,3,66,API log
826308,ChatGPT,64,3,67,API log
826308,ChatGPT,63,7,70,API log
826308,ChatGPT,66,3,69,API log
826308,ChatGPT,61,3,64,API log
826308,ChatGPT,65,7,72,API log
826308,ChatGPT,63,3,66,API log
826308,ChatGPT,72,3,75,API log
826308,ChatGPT,65,3,68,API log
826308,ChatGPT,57,3,60,API log
826308,ChatGPT,71,3,74,API log
826308,ChatGPT,62,3,65,API log
826308,ChatGPT,59,3,62,API log
826309,ChatGPT,67,3,70,API log
826309,ChatGPT,61,3,64,API log
826309,ChatGPT,65,7,72,API log
826309,ChatGPT,59,3,62,API log
826309,ChatGPT,3055,162,3217,API log
826309,ChatGPT,63,7,70,API log
826309,ChatGPT,60,4,64,API log
826309,ChatGPT,58,4,62,API log
826309,ChatGPT,62,3,65,API log
826309,ChatGPT,63,4,67,API log
826309,ChatGPT,68,4,72,API log
826309,ChatGPT,69,3,72,API log
826310,ChatGPT,62,3,65,API log
826310,ChatGPT,58,3,61,API log
826310,ChatGPT,66,3,69,API log
826310,ChatGPT,61,4,65,API log
826310,ChatGPT,59,3,62,API log
826310,ChatGPT,69,3,72,API log
826310,ChatGPT,67,3,70,API log
826310,ChatGPT,61,3,64,API log
826310,ChatGPT,75,3,78,API log
826310,ChatGPT,64,3,67,API log
826310,ChatGPT,68,3,71,API log
826310,ChatGPT,61,3,64,API log
826311,ChatGPT,62,3,65,API log
826311,ChatGPT,60,3,63,API log
826311,ChatGPT,66,3,69,API log
826311,ChatGPT,65,3,68,API log
826311,ChatGPT,63,7,70,API log
826311,ChatGPT,63,4,67,API log
826311,ChatGPT,59,3,62,API log
826311,ChatGPT,62,3,65,API log
826311,ChatGPT,64,3,67,API log
826311,ChatGPT,67,4,71,API log
826311,ChatGPT,63,3,66,API log
826311,ChatGPT,71,3,74,API log
826312,ChatGPT,66,3,69,API log
826312,ChatGPT,73,3,76,API log
826312,ChatGPT,65,3,68,API log
826312,ChatGPT,59,3,62,API log
826312,ChatGPT,59,3,62,API log
826312,ChatGPT,59,3,62,API log
826312,ChatGPT,67,3,70,API log
826312,ChatGPT,61,4,65,API log
826312,ChatGPT,66,3,69,API log
826313,ChatGPT,58,3,61,API log
826313,ChatGPT,61,3,64,API log
826313,ChatGPT,58,3,61,API log
826313,ChatGPT,58,3,61,API log
826313,ChatGPT,66,3,69,API log
826313,ChatGPT,3025,121,3146,API log
826313,ChatGPT,65,3,68,API log
826313,ChatGPT,61,3,64,API log
826314,ChatGPT,59,3,62,API log
826314,ChatGPT,64,3,67,API log
826314,ChatGPT,67,3,70,API log
826315,ChatGPT,3034,129,3163,API log
826318,ChatGPT,3079,185,3264,API log
826322,ChatGPT,61,3,64,API log
826322,ChatGPT,3019,94,3113,API log
826326,ChatGPT,3028,131,3159,API log
826327,ChatGPT,66,3,69,API log
826328,ChatGPT,3065,239,3304,API log
826331,ChatGPT,60,3,63,API log
826331,ChatGPT,61,3,64,API log
826331,ChatGPT,61,3,64,API log
826331,GPT-4,1254,870,2124,Conversation log
826331,ChatGPT,3068,207,3275,API log
826331,ChatGPT,59,3,62,API log
826332,ChatGPT,68,3,71,API log
826332,ChatGPT,64,4,68,API log
826332,ChatGPT,66,7,73,API log
826332,ChatGPT,60,3,63,API log
826332,ChatGPT,61,3,64,API log
826332,ChatGPT,68,7,75,API log
826332,ChatGPT,62,3,65,API log
826332,ChatGPT,67,4,71,API log
826333,ChatGPT,67,3,70,API log
826333,ChatGPT,63,3,66,API log
826334,ChatGPT,57,4,61,API log
826334,ChatGPT,63,3,66,API log
826334,ChatGPT,60,3,63,API log
826334,ChatGPT,62,3,65,API log
826334,ChatGPT,65,3,68,API log
826334,ChatGPT,64,3,67,API log
826335,ChatGPT,3021,116,3137,API log
826337,ChatGPT,72,3,75,API log
826337,ChatGPT,63,3,66,API log
826338,ChatGPT,64,4,68,API log
826338,ChatGPT,65,3,68,API log
826339,ChatGPT,3020,119,3139,API log
826340,ChatGPT,61,3,64,API log
826340,ChatGPT,65,3,68,API log
826340,ChatGPT,63,3,66,API log
826340,ChatGPT,3056,233,3289,API log
826340,ChatGPT,60,3,63,API log
826340,ChatGPT,65,3,68,API log
826340,ChatGPT,65,3,68,API log
826340,ChatGPT,66,3,69,API log
826340,ChatGPT,67,7,74,API log
826340,ChatGPT,62,3,65,API log
826340,ChatGPT,62,3,65,API log
826341,ChatGPT,67,3,70,API log
826341,ChatGPT,65,3,68,API log
826341,ChatGPT,64,4,68,API log
826341,ChatGPT,63,7,70,API log
826341,ChatGPT,62,3,65,API log
826341,ChatGPT,65,3,68,API log
826341,ChatGPT,65,3,68,API log
826341,ChatGPT,64,3,67,API log
826341,ChatGPT,63,3,66,API log
826341,ChatGPT,59,3,62,API log
826341,ChatGPT,64,3,67,API log
826341,ChatGPT,60,3,63,API log
826341,ChatGPT,66,4,70,API log
826342,ChatGPT,68,3,71,API log
826342,ChatGPT,68,4,72,API log
826342,ChatGPT,63,4,67,API log
826342,ChatGPT,65,3,68,API log
826342,ChatGPT,67,3,70,API log
826342,ChatGPT,58,3,61,API log
826342,ChatGPT,62,3,65,API log
826342,ChatGPT,61,3,64,API log
826342,ChatGPT,62,3,65,API log
826342,ChatGPT,65,3,68,API log
826344,ChatGPT,58,3,61,API log
826344,ChatGPT,60,3,63,API log
826344,ChatGPT,66,3,69,API log
826344,ChatGPT,59,3,62,API log
826344,ChatGPT,63,3,66,API log
826344,ChatGPT,66,3,69,API log
826344,ChatGPT,59,3,62,API log
826344,ChatGPT,65,3,68,API log
826344,ChatGPT,64,4,68,API log
826344,ChatGPT,60,4,64,API log
826345,ChatGPT,71,3,74,API log
826345,ChatGPT,60,3,63,API log
826346,ChatGPT,67,3,70,API log
826346,ChatGPT,64,4,68,API log
826346,ChatGPT,3084,189,3273,API log
826347,ChatGPT,65,3,68,API log
826347,ChatGPT,60,3,63,API log
826348,ChatGPT,64,3,67,API log
826348,ChatGPT,65,7,72,API log
826348,ChatGPT,60,3,63,API log
826348,ChatGPT,67,4,71,API log
826349,ChatGPT,64,3,67,API log
826349,ChatGPT,60,3,63,API log
826349,ChatGPT,63,3,66,API log
826350,ChatGPT,64,4,68,API log
826350,ChatGPT,67,3,70,API log
826350,ChatGPT,62,4,66,API log
826351,ChatGPT,65,3,68,API log
826351,ChatGPT,62,3,65,API log
826351,ChatGPT,58,4,62,API log
826351,ChatGPT,62,7,69,API log
826351,ChatGPT,58,3,61,API log
826352,ChatGPT,62,3,65,API log
826352,ChatGPT,60,3,63,API log
826353,ChatGPT,72,3,75,API log
826353,ChatGPT,62,3,65,API log
826353,ChatGPT,72,7,79,API log
826353,ChatGPT,58,4,62,API log
826353,ChatGPT,66,7,73,API log
826354,ChatGPT,63,3,66,API log
826354,ChatGPT,64,3,67,API log
826354,ChatGPT,65,3,68,API log
826354,ChatGPT,61,3,64,API log
826354,ChatGPT,66,7,73,API log
826354,ChatGPT,70,3,73,API log
826354,ChatGPT,79,3,82,API log
826354,ChatGPT,68,3,71,API log
826354,ChatGPT,3064,171,3235,API log
826354,ChatGPT,58,3,61,API log
826355,ChatGPT,72,4,76,API log
826355,ChatGPT,57,3,60,API log
826355,ChatGPT,62,3,65,API log
826355,ChatGPT,66,3,69,API log
826355,ChatGPT,61,3,64,API log
826356,ChatGPT,65,3,68,API log
826356,ChatGPT,64,3,67,API log
826356,ChatGPT,72,3,75,API log
826357,ChatGPT,63,7,70,API log
826357,ChatGPT,63,3,66,API log
826357,ChatGPT,71,3,74,API log
826357,ChatGPT,67,3,70,API log
826357,ChatGPT,74,4,78,API log
826357,ChatGPT,61,3,64,API log
826357,ChatGPT,62,3,65,API log
826357,ChatGPT,60,3,63,API log
826358,ChatGPT,60,3,63,API log
826358,ChatGPT,3110,403,3513,API log
826359,ChatGPT,59,3,62,API log
826359,ChatGPT,66,3,69,API log
826360,ChatGPT,64,7,71,API log
826360,ChatGPT,74,3,77,API log
826360,ChatGPT,61,3,64,API log
826360,ChatGPT,67,3,70,API log
826360,ChatGPT,66,3,69,API log
826361,ChatGPT,61,3,64,API log
826361,ChatGPT,66,4,70,API log
826361,ChatGPT,59,7,66,API log
826361,ChatGPT,68,7,75,API log
826362,ChatGPT,64,3,67,API log
826363,ChatGPT,65,4,69,API log
826367,ChatGPT,62,3,65,API log
826367,ChatGPT,62,3,65,API log
826367,ChatGPT,63,7,70,API log
826367,ChatGPT,62,7,69,API log
826367,ChatGPT,62,3,65,API log
826367,ChatGPT,67,3,70,API log
826367,ChatGPT,58,3,61,API log
826367,ChatGPT,65,7,72,API log
826367,ChatGPT,60,3,63,API log
826367,ChatGPT,61,3,64,API log
826369,ChatGPT,65,3,68,API log
826369,ChatGPT,63,3,66,API log
826369,ChatGPT,67,3,70,API log
826369,GPT-4,780,431,1211,Conversation log
826369,ChatGPT,64,3,67,API log
826370,ChatGPT,61,4,65,API log
826370,ChatGPT,61,4,65,API log
826370,ChatGPT,60,3,63,API log
826371,ChatGPT,72,3,75,API log
826371,ChatGPT,59,3,62,API log
826371,ChatGPT,60,3,63,API log
826371,ChatGPT,3051,253,3304,API log
826372,ChatGPT,65,3,68,API log
826372,ChatGPT,63,4,67,API log
826372,ChatGPT,72,3,75,API log
826373,ChatGPT,59,3,62,API log
826373,ChatGPT,61,3,64,API log
826373,ChatGPT,66,4,70,API log
826373,ChatGPT,60,3,63,API log
826374,ChatGPT,60,3,63,API log
826374,ChatGPT,59,7,66,API log
826374,ChatGPT,61,3,64,API log
826375,ChatGPT,61,3,64,API log
826375,ChatGPT,58,3,61,API log
826375,ChatGPT,63,3,66,API log
826375,ChatGPT,68,3,71,API log
826376,ChatGPT,3058,186,3244,API log
826376,ChatGPT,58,3,61,API log
826377,ChatGPT,67,3,70,API log
826377,ChatGPT,63,3,66,API log
826377,ChatGPT,61,7,68,API log
826380,ChatGPT,67,3,70,API log
826380,ChatGPT,68,7,75,API log
826380,ChatGPT,63,3,66,API log
